Bankrupt?, Operating Gross Margin, Pre-tax net Interest Rate, After-tax net Interest Rate, Operating Expense Rate, Current Ratio, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Current Assets/Total Assets, Current Liability to Assets, Current Liabilities/Liability, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Net Income to Total Assets, Liability to Equity, Equity to Liability
0,0.608130702,0.797428887,0.809344342,0.00015715,0.006630869,0.104857752,0.173290099,0.008734349,0.144662454,0.855337546,0.340940213,0.0956719,0.624506351,0.331114215,0.00951318,0.930139635,0.803260161,0.281113384,0.02528172
0,0.600577985,0.797368294,0.809299293,0.000113786,0.010100437,0.095958116,0.167860644,0.005155072,0.10656952,0.89343048,0.371121251,0.069166166,0.607048583,0.329035251,0.004786619,0.930763203,0.794157853,0.278517753,0.035464109
0,0.604685856,0.797513967,0.809456311,9370000000,0.018859224,0.103180419,0.177920217,0.003983257,0.089639326,0.910360674,0.274142529,0.027638023,0.280611028,0.327227479,0.022682029,0.940251658,0.819715357,0.277667685,0.042646425
0,0.621773159,0.797506773,0.809395509,0.000323782,0.01133101,0.110313156,0.179828067,0.004611569,0.099071863,0.900928137,0.320023003,0.053385356,0.500719749,0.328300316,0.016323049,0.93354091,0.815418714,0.278123543,0.038353747
0,0.606523588,0.797877249,0.809761103,0.000179815,0.006217765,0.095754556,0.175167785,0.002397432,0.061281253,0.938718747,0.126506171,0.038761655,0.57694258,0.327470954,0.01746916,0.942018219,0.810421135,0.276517862,0.06294023
0,0.618450828,0.797588255,0.809460738,0.000248734,0.01615658,0.114172651,0.188288968,0.003323941,0.078725398,0.921274602,0.380520031,0.044637378,0.522773081,0.327786671,0.010242675,0.948858907,0.826642041,0.277189778,0.048821928
0,0.598343879,0.79741201,0.809334056,5630000000,0.007219946,0.102113766,0.175062213,0.008354991,0.141336881,0.858663119,0.338067681,0.087413141,0.582704721,0.330593494,0.018478626,0.935009282,0.806263915,0.280838655,0.025953223
0,0.63625881,0.797443551,0.809340436,0.00061137,0.013358461,0.102757015,0.173531408,0.003253723,0.077485866,0.922514134,0.386907211,0.054771596,0.653827592,0.328140542,0.001772228,0.933563971,0.802551849,0.277138799,0.049622455
0,0.622176739,0.797521714,0.809405795,0.000363099,0.026719417,0.101169248,0.17520549,0.004424625,0.096350939,0.903649061,0.176667365,0.012548281,0.112001616,0.326672008,0,0.93976514,0.804639012,0.27798794,0.039507005
0,0.607446057,0.797465824,0.809370902,0.000160966,0.015759077,0.107422607,0.180665108,0.004728294,0.100734649,0.899265351,0.57143839,0.068526104,0.635653532,0.328924459,0,0.937920805,0.814011883,0.278208025,0.037680086
0,0.618933683,0.797444381,0.809367126,0.000316613,0.007162536,0.110036315,0.176494985,0.008955945,0.146506636,0.853493364,0.297345666,0.07763949,0.49786057,0.330235018,0.023430744,0.936223802,0.808976427,0.281274204,0.024914605
0,0.6095072,0.797413255,0.80932312,0.00017172,0.005166287,0.109148794,0.172860267,0.017036449,0.193034435,0.806965565,0.419117901,0.148790999,0.734713579,0.337398696,0.010287691,0.938561233,0.798103629,0.287134337,0.018005125
0,0.602956226,0.797417128,0.809331192,94100000,0.005716051,0.113830671,0.177309404,0.017411248,0.194515827,0.805484173,0.456763728,0.147142955,0.720920345,0.337432936,0.012326171,0.933883562,0.803444645,0.287405943,0.017839201
0,0.611762925,0.797046237,0.808992679,0.000335924,0.006329465,0.093906232,0.159678757,0.008984215,0.146748496,0.853251504,0.149192509,0.044651633,0.280213729,0.328518642,0.046858222,0.923742746,0.772908885,0.281294868,0.024868729
0,0.626544055,0.797512168,0.8094028,0.000398021,0.005563789,0.108407836,0.178696931,0.004138283,0.092057925,0.907942075,0.196759064,0.066073203,0.669032964,0.328713957,0.009797086,0.942045501,0.812973644,0.277780652,0.041464966
0,0.609737817,0.797571239,0.80944876,0.000115752,0.021880743,0.111575228,0.184986049,0.001275773,0.03609759,0.96390241,0.442775457,0.038373351,0.936614641,0.327333227,0,0.943096297,0.830176405,0.275704458,0.104842365
0,0.60202655,0.797502899,0.809400066,0.000125928,0.015599951,0.097138763,0.177490385,0.003978698,0.089578861,0.910421139,0.407488217,0.049464084,0.511606556,0.328054101,0.006932938,0.937685848,0.812100285,0.27766442,0.0426819
1,0.599115006,0.797240882,0.809175866,8480000000,0.00429203,0.098547397,0.138624538,0.025951358,0.219608792,0.780391208,0.469679801,0.198285095,0.865215748,0.346198231,0.001554113,0.908947698,0.750430839,0.293599485,0.015348595
1,0.599987028,0.797290547,0.809222607,0.000162469,0.00212355,0.091911346,0.164565267,0.030692419,0.228890165,0.771109835,0.172224525,0.141036558,0.586269037,0.342348548,0.027677719,0.868460717,0.787081562,0.297038121,0.014561571
0,0.618868822,0.79738033,0.809307105,0.000360208,0.003358492,0.102423177,0.16899178,0.021491168,0.208241376,0.791758624,0.269992608,0.144464756,0.660830815,0.338921756,0.004227525,0.908330179,0.796022666,0.290364861,0.016403931
0,0.601168942,0.797439539,0.809358533,9040000000,0.008700753,0.10308271,0.178206772,0.005973062,0.116848565,0.883151435,0.408880089,0.088027511,0.708765824,0.330020694,0.0085836,0.93747354,0.814102144,0.279110823,0.032085741
0,0.603475115,0.797414915,0.809338353,0.000183746,0.011385924,0.093197844,0.172091094,0.002449411,0.06233939,0.93766061,0.380131168,0.062985232,0.928238938,0.328288508,0,0.937101764,0.802923478,0.276555324,0.061886603
0,0.599107799,0.79739278,0.809317651,6190000000,0.010821183,0.108204276,0.172656662,0.006609581,0.124104363,0.875895637,0.622632302,0.107973141,0.821980678,0.331087958,0.002895401,0.934730337,0.803065744,0.279572352,0.030023557
0,0.614278096,0.797519777,0.809443813,0.000327251,0.006622132,0.096096536,0.17669859,0.006472793,0.122622971,0.877377029,0.091643379,0.026824926,0.197133509,0.327391339,0.101679047,0.938233789,0.811257383,0.279473638,0.030431234
0,0.622702835,0.797245033,0.809190188,0.000435487,0.006099825,0.097106193,0.163471835,0.008127012,0.139281071,0.860718929,0.218097184,0.0668864,0.449342593,0.329514477,0.031533546,0.927407109,0.784384879,0.280673195,0.026387357
0,0.607042477,0.797403986,0.809317131,0.000166517,0.009493262,0.100794698,0.170778976,0.009039842,0.147201983,0.852798017,0.336908311,0.066789899,0.424410307,0.329685391,0.016531425,0.930539498,0.797743521,0.281334802,0.024780878
0,0.60088067,0.797387938,0.809315698,0.000110202,0.019165619,0.096918918,0.169662921,0.004358967,0.095383499,0.904616501,0.372859122,0.036910939,0.355819644,0.327619187,0.009956537,0.932102119,0.798173898,0.277940276,0.03993517
0,0.598444774,0.797404401,0.8093433,9340000000,0.016869838,0.094639048,0.17031144,0.003403277,0.08008586,0.91991414,0.282635083,0.031842533,0.363594538,0.327333169,0.016820574,0.934363318,0.80137157,0.277247091,0.047959942
0,0.625326107,0.797541635,0.809413346,0.000342053,0.008481721,0.113651538,0.182128045,0.006145414,0.118874142,0.881125858,0.279577582,0.062031959,0.4873333,0.328918156,0.02285184,0.932853038,0.815731085,0.27923595,0.031485359
0,0.604411998,0.797896063,0.8097986,0.000171489,0.005397799,0.095347436,0.175680567,0.002790469,0.06902077,0.93097923,0.142535794,0.049789358,0.663763741,0.327895451,0.013724605,0.942100288,0.811426301,0.276802951,0.055857782
0,0.61817697,0.797521852,0.80940918,0.000285622,0.011685455,0.107243474,0.18026544,0.003795402,0.08664631,0.91335369,0.378632073,0.06116038,0.656217027,0.328464925,0.008020276,0.945429866,0.81356776,0.277531512,0.044195081
0,0.600347367,0.797446595,0.809361918,4980000000,0.006009966,0.112096341,0.182022472,0.007982929,0.137981074,0.862018926,0.340455976,0.104974926,0.719487798,0.331366627,0.012050167,0.938496381,0.816256592,0.280568752,0.026673956
0,0.635718301,0.797481041,0.809365173,0.000582461,0.010436161,0.105028743,0.176525149,0.004079009,0.091150951,0.908849049,0.389212968,0.070218037,0.718722702,0.328860865,0.002258626,0.935180058,0.807572629,0.277737514,0.041905813
0,0.624317156,0.797546753,0.809430142,0.000362867,0.021259216,0.102634879,0.175929417,0.004282366,0.094234665,0.905765335,0.121528693,0.010947135,0.098632712,0.326604642,0,0.94055514,0.806666538,0.277884763,0.040449897
0,0.608865795,0.797465409,0.809363741,0.00016536,0.016698856,0.112055629,0.181652967,0.004653517,0.099676512,0.900323488,0.597730926,0.067677077,0.634136151,0.328875993,0,0.937669899,0.813580403,0.278154236,0.038105212
0,0.620944378,0.797474816,0.809371162,0.000305627,0.007109494,0.116704936,0.180122163,0.008422473,0.14194153,0.85805847,0.318155893,0.083577917,0.554221508,0.330416347,0.017907995,0.937543557,0.809900026,0.280887573,0.025829305
0,0.610206258,0.79742861,0.809341217,0.000212424,0.005312932,0.104157506,0.174368449,0.0192287,0.201106509,0.798893491,0.44796313,0.1547353,0.733957297,0.338820377,0.01017897,0.939119704,0.799841684,0.288724027,0.017125137
0,0.60456334,0.797414638,0.809331582,0.000114018,0.005530092,0.111404237,0.175152703,0.015091329,0.184660036,0.815339964,0.447641681,0.148863536,0.768376915,0.33657243,0.009673694,0.932966188,0.802637951,0.28572377,0.01899811
0,0.619402125,0.797269934,0.809203208,0.000339624,0.00394757,0.098303125,0.165794435,0.009931697,0.15421592,0.84578408,0.131194687,0.061828918,0.373856585,0.329584708,0.045595106,0.9211574,0.78812564,0.281981864,0.023491356
0,0.626414333,0.79752614,0.80939616,0.000362173,0.004952247,0.111159965,0.179413317,0.004109102,0.091604438,0.908395562,0.198492062,0.074449813,0.758933046,0.329028914,0.003738549,0.941752414,0.811328898,0.277759439,0.041680209
0,0.609290996,0.797498196,0.809386656,0.000121765,0.014818675,0.108098425,0.177550713,0.00194968,0.051848717,0.948151283,0.430009879,0.054898495,0.961793729,0.327938303,0,0.937410454,0.812826429,0.276193025,0.074265998
0,0.603590424,0.797512721,0.809397983,0.000119337,0.010818063,0.098531112,0.177354649,0.00426048,0.093902107,0.906097893,0.382419005,0.066617814,0.661626865,0.328758199,0.002987019,0.936300905,0.809661363,0.277868819,0.040601054
1,0.596945762,0.797084143,0.80903955,8270000000,0.003198118,0.09410165,0.157016816,0.022234381,0.21035765,0.78964235,0.15796376,0.089798443,0.401236466,0.334301302,0.072717649,0.920882488,0.777094466,0.290903714,0.016198909
1,0.597392583,0.797365942,0.80929031,693000000,0.002891099,0.095168303,0.167310158,0.034784195,0.235299453,0.764700547,0.330387641,0.201894138,0.822406324,0.351680525,0.006601529,0.91282594,0.791982245,0.300005451,0.014054216
1,0.601860794,0.79677924,0.80871666,0.000276602,0.004328848,0.066995619,0.072453058,0.126572374,0.321371346,0.678628654,0.604127339,0.252297963,0.754574342,0.241052684,0.011706152,0.841966378,0.525650952,0.182790359,0.00917817
1,0.595994465,0.797190527,0.809128475,0.000176577,0.003327915,0.069845457,0.140351406,0.026809473,0.221452973,0.778547027,0.370091194,0.198480138,0.85879677,0.346707013,0,0.915031112,0.746585997,0.294222142,0.015185546
0,0.618083282,0.797388768,0.809315047,0.000358011,0.004294526,0.100810982,0.169836362,0.019753965,0.202859993,0.797140007,0.265024796,0.112883313,0.526983081,0.335577645,0.01294597,0.903544494,0.797585081,0.289105073,0.016943025
0,0.600736534,0.797409381,0.80932976,8720000000,0.006952864,0.104141222,0.174609758,0.008377789,0.141548508,0.858451492,0.428389144,0.114493576,0.766259469,0.331966207,0.006942192,0.936347817,0.804705531,0.280854627,0.025912547
0,0.604635408,0.797393334,0.809313094,0.000185943,0.018572173,0.095119449,0.16998718,0.001502841,0.041630136,0.958369864,0.375968548,0.038401773,0.822664959,0.327359399,0,0.942043664,0.797389747,0.275869369,0.091710054
0,0.597947506,0.797359994,0.809292133,6450000000,0.014752528,0.099768756,0.163690521,0.006455466,0.122411343,0.877588657,0.594199824,0.076037075,0.583027796,0.329603615,0.007929107,0.928823726,0.786042687,0.27946074,0.030485744
0,0.61047291,0.797447286,0.80936296,0.000258332,0.007207466,0.096658361,0.172664203,0.005920171,0.116213683,0.883786317,0.101885519,0.027309642,0.212437379,0.327369162,0.0820689,0.934188186,0.802978469,0.279072534,0.032276295
0,0.619048992,0.797417128,0.809357362,0.000327251,0.006465502,0.101983487,0.17114094,0.009655386,0.152099646,0.847900354,0.258677948,0.074733074,0.461016545,0.330234044,0.028016802,0.931638648,0.802836624,0.281781264,0.023865991
0,0.605932631,0.797349203,0.809271952,0.000183978,0.0063875,0.09716319,0.166706885,0.010507118,0.158388004,0.841611996,0.30659629,0.089336666,0.531708214,0.331243871,0.01317157,0.929574206,0.790519359,0.282399204,0.022774349
0,0.600736534,0.797399836,0.80932364,0.000109045,0.018921002,0.096813067,0.170786517,0.004716439,0.100553255,0.899446745,0.44904708,0.044979554,0.413827269,0.327980191,0.007488584,0.933718216,0.800033865,0.278199352,0.037747762
0,0.595122443,0.797293175,0.809229638,7860000000,0.010226489,0.09199277,0.164278712,0.003744335,0.0857998,0.9142002,0.35298884,0.065032002,0.705015784,0.328600051,0.004406203,0.927521695,0.784318912,0.277494639,0.044640214
0,0.620396662,0.797471081,0.809367517,0.00031881,0.013543795,0.108538115,0.176841867,0.005680336,0.113311364,0.886688636,0.326208552,0.045633441,0.372766196,0.328133693,0.022998954,0.932855984,0.808047123,0.278898824,0.03318426
0,0.604102106,0.797609006,0.809525707,0.000140498,0.007589992,0.09583598,0.172151421,0.002603525,0.065423104,0.934576896,0.124930382,0.031556182,0.439431337,0.327249475,0.027150824,0.941790765,0.803444357,0.276667423,0.058971162
0,0.61242595,0.797430962,0.809338613,0.000236477,0.012313846,0.108187992,0.175944499,0.008206349,0.140006651,0.859993349,0.375465053,0.057609156,0.383190499,0.329065961,0.023369289,0.940692863,0.802988533,0.280730773,0.026233588
0,0.600635639,0.797468868,0.809370902,4300000000,0.008744434,0.1190988,0.189993213,0.004876025,0.102790459,0.897209541,0.357391479,0.076695831,0.69883642,0.329284183,0.009159473,0.942619685,0.827984673,0.278315149,0.036870926
0,0.636784906,0.797521575,0.80940241,0.00057772,0.011506984,0.108717247,0.180966745,0.003519091,0.082081204,0.917918796,0.37032891,0.060743851,0.686987739,0.328400913,0,0.939887837,0.818485753,0.277331078,0.046764118
0,0.623985644,0.797556852,0.809427017,0.000412013,0.016748154,0.099149934,0.175529749,0.004571444,0.098497445,0.901502555,0.136058166,0.015602396,0.138818092,0.32679839,0,0.940056133,0.805047866,0.278094433,0.038593594
0,0.608865795,0.797506634,0.809394598,0.000141423,0.021116939,0.11814614,0.189088304,0.004277807,0.0941742,0.9058258,0.70770349,0.063456224,0.627931081,0.328639089,0,0.942446954,0.824062232,0.277881627,0.040479512
0,0.619330057,0.797491279,0.809392124,0.000316035,0.006356922,0.110207305,0.181275922,0.007071923,0.129032258,0.870967742,0.341407738,0.099759021,0.729893928,0.330847575,0.004965711,0.938416026,0.814382786,0.279907719,0.028753559
0,0.607539745,0.79741616,0.809328588,0.000183399,0.007561287,0.103546827,0.173772717,0.017978461,0.196662333,0.803337667,0.45319631,0.111648055,0.537628192,0.334904895,0.018706805,0.939490544,0.798860819,0.287817191,0.01760103
0,0.603900316,0.797439816,0.809355799,9960000000,0.005111997,0.113276988,0.180295604,0.014541442,0.182060042,0.817939958,0.436664596,0.156505135,0.820122494,0.336857754,0.007317265,0.935860147,0.809426008,0.285324658,0.01932684
0,0.618811168,0.797437049,0.809360486,0.000434446,0.003534466,0.094419203,0.170447176,0.010265459,0.156664752,0.843335248,0.124256905,0.065067198,0.387871849,0.329825319,0.045094957,0.932608836,0.799686702,0.282224197,0.023065359
0,0.625599965,0.79760873,0.809465686,0.000338931,0.007399041,0.114050515,0.187225699,0.003964107,0.089337002,0.910662998,0.317464776,0.080245887,0.839145143,0.329217072,0,0.947071789,0.825485714,0.277653928,0.042796436
0,0.607164992,0.797493492,0.809384443,0.000111358,0.029896319,0.106233817,0.177437599,0.001438094,0.040058046,0.959941954,0.473890758,0.030035978,0.665252615,0.327096016,0.002737093,0.937759735,0.813768817,0.275822084,0.095087239
0,0.602869744,0.797586595,0.809451885,0.000143389,0.017272333,0.095876692,0.178998567,0.002941847,0.071862624,0.928137376,0.328269353,0.036076505,0.459757523,0.327438381,0.003705961,0.937901496,0.813607337,0.276912875,0.053610323
1,0.604015624,0.797289993,0.809221956,0.000240524,0.00656285,0.082800007,0.155697157,0.015179785,0.185083291,0.814916709,0.609889681,0.171664967,0.886254521,0.338205322,0.000655228,0.920323044,0.769318031,0.285787624,0.018947709
0,0.617867078,0.797242266,0.809177038,0.000336271,0.006055519,0.103449118,0.154596184,0.018686109,0.199232095,0.800767905,0.236433611,0.072884397,0.341512028,0.332030987,0.033111667,0.890634803,0.766035222,0.288330599,0.017323836
0,0.597904265,0.797389322,0.809316349,6490000000,0.007285469,0.098710245,0.171020285,0.008085064,0.138918282,0.861081718,0.422590932,0.107996408,0.735628994,0.331547281,0.007683348,0.935490858,0.800260527,0.280642356,0.026470938
0,0.605291226,0.797391397,0.80931661,0.000188603,0.020259531,0.095966258,0.16990423,0.001809245,0.048704538,0.951295462,0.442201434,0.041383196,0.766604127,0.327487865,0,0.942644715,0.798238385,0.276091,0.078900322
0,0.596261116,0.797367187,0.809297731,5610000000,0.009240533,0.093214129,0.165138376,0.009017044,0.147020588,0.852979412,0.663730669,0.134181418,0.867144406,0.33320685,0.001690719,0.929281716,0.789635775,0.28131862,0.02481635
0,0.606213696,0.797473156,0.809389911,0.000213928,0.006749433,0.094899604,0.175092376,0.007185913,0.130211325,0.869788675,0.103705139,0.029607174,0.20560541,0.327578067,0.090913785,0.935256306,0.807176089,0.279990835,0.028463617
0,0.619863359,0.797393334,0.80932312,0.000380213,0.004332592,0.099483772,0.169791117,0.010689501,0.159688001,0.840311999,0.268698079,0.113477134,0.673627785,0.3326694,0.015258206,0.932474784,0.798076143,0.282531595,0.022562823
0,0.601550902,0.79739029,0.809314917,0.000152871,0.008524154,0.093352549,0.169851444,0.010899242,0.161108928,0.838891072,0.278389559,0.061472423,0.355451001,0.32973674,0.026775579,0.929809936,0.797369558,0.282683497,0.022328747
0,0.598898802,0.797369816,0.809299033,9400000000,0.01747202,0.095086879,0.167815399,0.005632005,0.112706715,0.887293285,0.505217739,0.054738923,0.452002478,0.328515448,0.005596304,0.931455733,0.7939996,0.278863834,0.033376274
0,0.592499171,0.79731614,0.809249688,7090000000,0.009318536,0.08811699,0.164587889,0.004130076,0.091936995,0.908063005,0.427275037,0.086005072,0.875534515,0.329476221,0,0.926685637,0.783431474,0.277774511,0.041526973
0,0.620454316,0.797534026,0.809418815,0.000284003,0.012788728,0.115328871,0.184435563,0.004976336,0.104181153,0.895818847,0.35883721,0.05306934,0.473550947,0.328343707,0.016120089,0.937256539,0.821700552,0.278388125,0.036346483
0,0.602783263,0.797889838,0.809784279,0.000134485,0.008302626,0.09559985,0.176917276,0.002297121,0.059255676,0.940744324,0.135066756,0.031161069,0.477426875,0.327208303,0.019940276,0.948081249,0.813863909,0.27644522,0.065110879
0,0.609672956,0.797407168,0.809329239,0.000222832,0.011206829,0.102960575,0.172701908,0.006716275,0.12528343,0.87471657,0.38396168,0.064610143,0.482242789,0.329138171,0.016682126,0.941712687,0.801531632,0.279649715,0.029715376
0,0.596780005,0.797417958,0.80933679,2790000000,0.01045613,0.108619538,0.181532313,0.005469683,0.110681138,0.889318862,0.343633194,0.061969362,0.522740514,0.328794628,0.016289548,0.939097145,0.816487687,0.278746133,0.034046443
0,0.63760648,0.797548137,0.809442771,0.000576332,0.009097632,0.112470891,0.185257522,0.004202117,0.093025365,0.906974635,0.335941132,0.069425255,0.696435028,0.328855118,0.001075965,0.94295667,0.827878672,0.277826354,0.041011104
0,0.620526384,0.797426397,0.809322729,0.000372928,0.01893785,0.098180989,0.170597994,0.001770033,0.047827796,0.952172204,0.11952138,0.012125745,0.223249638,0.326559672,0,0.939296757,0.797257394,0.276063061,0.080288803
0,0.602848124,0.7974578,0.809366215,0.000112283,0.019968112,0.105387008,0.182799186,0.004098159,0.091453276,0.908546724,0.641347375,0.060808444,0.618880923,0.328505018,0,0.942993144,0.819658694,0.277751545,0.041761066
0,0.619575088,0.797536516,0.80941582,0.000293254,0.007234299,0.11444135,0.186675213,0.006311383,0.120778789,0.879221211,0.379624443,0.097805879,0.763591027,0.330542188,0.002686557,0.941180331,0.820055304,0.279356029,0.030939423
0,0.605183125,0.79742031,0.809347206,0.000180855,0.008298882,0.097814581,0.175130081,0.017745921,0.195815824,0.804184176,0.436021211,0.09820853,0.473333662,0.333791447,0.020497356,0.941691237,0.801809219,0.287649105,0.01769655
0,0.602682368,0.797446456,0.809357231,9690000000,0.005926347,0.110744703,0.182980167,0.01087918,0.160987998,0.839012002,0.473703753,0.147372098,0.871834409,0.33468531,0.003507579,0.93727788,0.813709224,0.282669123,0.022350515
0,0.615928451,0.797508295,0.809426757,0.000448438,0.004255213,0.092302181,0.172422894,0.010638434,0.159325211,0.840674789,0.117568638,0.051896277,0.301408344,0.329145028,0.061632854,0.934138241,0.804306892,0.282494382,0.022621556
0,0.622919039,0.797580508,0.809451104,0.000314416,0.009475165,0.113154852,0.185928663,0.00288622,0.070804487,0.929195513,0.298486375,0.059386616,0.774246381,0.328242813,0,0.943543262,0.826247035,0.2768722,0.054415661
0,0.605752461,0.797466654,0.809371683,0.000119684,0.024371219,0.102235901,0.17470779,0.004141931,0.09211839,0.90788161,0.381146112,0.029666184,0.293887364,0.327318067,0.017863559,0.935067187,0.807092788,0.277782923,0.041442091
0,0.601089667,0.797558235,0.809436912,0.000136104,0.016051744,0.094590193,0.176600558,0.003478055,0.081385857,0.918614143,0.372296122,0.043963122,0.498255936,0.327782039,0.003020747,0.937744832,0.809635499,0.277301777,0.047172597
1,0.604858819,0.797438018,0.809347206,8960000000,0.005892025,0.12083313,0.180544454,0.016721838,0.19176467,0.80823533,0.440292732,0.137855301,0.684187545,0.336450891,0.008580543,0.934494715,0.805041237,0.28690626,0.018150152
1,0.597652027,0.79738614,0.809313225,2420000000,0.003568164,0.09947563,0.169361285,0.017898212,0.196390241,0.803609759,0.118740502,0.061768143,0.291601166,0.331001321,0.085096596,0.931547845,0.796483203,0.287759581,0.017633492
0,0.607323542,0.797662406,0.809631036,0.000131826,0.007311054,0.104320354,0.18963879,0.007624545,0.134564803,0.865435197,0.139286063,0.036341504,0.246797147,0.32794128,0.068394024,0.940010767,0.821649762,0.2803086,0.027434088
0,0.606120007,0.797605686,0.8095606,0.000104998,0.007216202,0.110305014,0.194329236,0.007329084,0.131662485,0.868337515,0.205988786,0.053801758,0.379936125,0.328739162,0.035397305,0.943071757,0.825518796,0.280094111,0.028115753
0,0.595771055,0.797323748,0.809286013,0.000108814,0.006906687,0.092171902,0.166948194,0.00424589,0.09369048,0.90630952,0.148013315,0.040727287,0.400899308,0.327754624,0.029706188,0.931717332,0.79411053,0.2778584,0.04070064
0,0.595662953,0.79723438,0.809200213,97700000,0.005027129,0.088589249,0.155342734,0.009139241,0.14801826,0.85198174,0.271211437,0.099532629,0.635479017,0.331429083,0,0.924905685,0.777633778,0.281407186,0.0246243
0,0.603893109,0.797421278,0.809345644,0.000132404,0.010437409,0.100534141,0.173101576,0.005845393,0.115336941,0.884663059,0.446136631,0.080361392,0.654379171,0.329657032,0.006070025,0.934534782,0.804214862,0.279018663,0.032550096
0,0.595064789,0.797331357,0.809274426,7540000000,0.027990552,0.091740355,0.165982958,0.00093654,0.027360401,0.972639599,0.312439328,0.021157637,0.659839166,0.326793131,0,0.936722179,0.791033964,0.275458386,0.134800925
0,0.598574497,0.797391812,0.809317131,7860000000,0.021936905,0.096308238,0.170024885,0.001801038,0.048553375,0.951446625,0.298138076,0.025814575,0.476941538,0.326994129,0,0.932266767,0.79836826,0.276085594,0.079164708
0,0.604642615,0.797548552,0.809421158,2710000000,0.009986864,0.114425066,0.184797527,0.002527836,0.063911479,0.936088521,0.291883875,0.055182202,0.793053023,0.328039534,0.004673949,0.944796324,0.823788524,0.276612255,0.060363648
0,0.60146442,0.797406476,0.809324682,0.000116099,0.015552526,0.098636963,0.172815021,0.002391961,0.061190555,0.938809445,0.351708439,0.042873577,0.640181072,0.327607493,0,0.935500775,0.802361524,0.276514084,0.063048887
0,0.603237291,0.797497227,0.809422981,4600000000,0.009649268,0.107210904,0.178131363,0.008384173,0.141608973,0.858391027,0.213130788,0.041908898,0.27199982,0.328302558,0.033306758,0.935612599,0.812159515,0.280859575,0.025899989
0,0.600368988,0.797460567,0.809400978,0.000110086,0.010814943,0.095453287,0.171073071,0.005478802,0.110771835,0.889228165,0.241585226,0.042367167,0.353138579,0.327969248,0.025929562,0.933508571,0.801425262,0.278752406,0.034009748
